id,samples_per_pixel,max_depth,objects,time
0,10,50,2,null
1,100,5,2,null
2,100,5,2,null
3,100,5,2,9m29.816s
4,100,10,2,9m44.669s
5,100,5,4,22m32.200s
6,50,10,12m50.149s
7,50,10,10m55.674s
8,50,10,4m56.496s
9,50,10,3m46.513s
10,100,10,6m29.895s
11,100,50,6m48.717s
12,100,50,5m17.268s
13,100,50,5m59.000s
14,100,50,7m25.244s
15,100,50,4m11.898s
16,100,50,4m38.404s
17,100,50,8m4.603s
18,100,50,7m11.243s
19,5,50,10m39.230s
